92,All I Want - Amy Rigby,Amy Rigby,Pandora - USA,17133,Pandora,DIGI,01/20 - 01/20,0 .00000000,9,0.01,50.00,$ 0.00
93,All I Want - Amy Rigby,Amy Rigby,Pandora - USA,17133,Pandora,DIGI,01/20 - 01/20,0 .00000000,2,0.00,50.00,$ 0.00
94,All I Want - Amy Rigby,Amy Rigby,Pandora - USA,17523,Pandora Plus,DIGI,02/20 - 02/20,0 .00000000,19,0.01,50.00,$ 0.00
95,All I Want - Amy Rigby,Amy Rigby,Pandora - USA,17523,Pandora,DIGI,02/20 - 02/20,0 .00000000,7,0.00,50.00,$ 0.00
96,All I Want - Amy Rigby,Amy Rigby,Pandora - USA,17536,Pandora Plus,DIGI,03/20 - 03/20,0 .00000000,9,0.00,50.00,$ 0.00
97,All I Want - Amy Rigby,Amy Rigby,Pandora - USA,17536,Pandora,DIGI,03/20 - 03/20,0 .00000000,4,0.00,50.00,$ 0.00
98,All I Want - Amy Rigby,Amy Rigby,Pandora - USA,17583,Pandora Plus,DIGI,04/20 - 04/20,0 .00000000,5,0.00,50.00,$ 0.00
99,All I Want - Amy Rigby,Amy Rigby,Pandora - USA,17583,Pandora,DIGI,04/20 - 04/20,0 .00000000,1,0.00,50.00,$ 0.00
100,All I Want - Amy Rigby,Amy Rigby,Pandora - USA,18039,Amy Rigby,DIGI,05/20 - 05/20,0 .00000000,10,0.00,50.00,$ 0.00
101,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17424,Ronnie Spector,DIGI,04/19 - 04/19,0 .00000000,83,0.03,50.00,$ 0.01
102,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17426,Amy Rigby,DIGI,05/19 - 05/19,0 .00000000,31,0.01,50.00,$ 0.00
103,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17426,Ronnie Spector,DIGI,05/19 - 05/19,0 .00000000,168,0.07,50.00,$ 0.03
104,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17428,Amy Rigby,DIGI,06/19 - 06/19,0 .00000000,40,0.02,50.00,$ 0.01
105,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17428,Ronnie Spector,DIGI,06/19 - 06/19,0 .00000000,96,0.04,50.00,$ 0.02
106,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17431,Amy Rigby,DIGI,07/19 - 07/19,0 .00000000,32,0.01,50.00,$ 0.01
107,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17431,Ronnie Spector,DIGI,07/19 - 07/19,0 .00000000,122,0.06,50.00,$ 0.03
108,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17434,Amy Rigby,DIGI,08/19 - 08/19,0 .00000000,36,0.01,50.00,$ 0.01
109,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17434,Ronnie Spector,DIGI,08/19 - 08/19,0 .00000000,124,0.05,50.00,$ 0.03
110,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17437,Amy Rigby,DIGI,09/19 - 09/19,0 .00000000,50,0.02,50.00,$ 0.01
111,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17437,Ronnie Spector,DIGI,09/19 - 09/19,0 .00000000,169,0.07,50.00,$ 0.03
112,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17440,Amy Rigby,DIGI,10/19 - 10/19,0 .00000000,125,0.04,50.00,$ 0.02
113,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17440,Ronnie Spector,DIGI,10/19 - 10/19,0 .00000000,195,0.07,50.00,$ 0.04
114,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17443,Amy Rigby,DIGI,11/19 - 11/19,0 .00000000,77,0.04,50.00,$ 0.02
115,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17443,Ronnie Spector,DIGI,11/19 - 11/19,0 .00000000,161,0.06,50.00,$ 0.03
116,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17446,Amy Rigby,DIGI,12/19 - 12/19,0 .00000000,58,0.02,50.00,$ 0.01
117,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17446,Ronnie Spector,DIGI,12/19 - 12/19,0 .00000000,135,0.05,50.00,$ 0.03
118,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17929,Amy Rigby,MECH,01/20 - 01/20,0 .00000000,271,0.12,50.00,$ 0.06
119,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17929,Ronnie Spector,MECH,01/20 - 01/20,0 .00000000,158,0.07,50.00,$ 0.04
120,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17930,Amy Rigby,MECH,02/20 - 02/20,0 .00000000,349,0.16,50.00,$ 0.08
121,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17930,Ronnie Spector,MECH,02/20 - 02/20,0 .00000000,108,0.05,50.00,$ 0.03
122,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17931,Amy Rigby,MECH,03/20 - 03/20,0 .00000000,100,0.04,50.00,$ 0.02
123,All I Want - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",17931,Ronnie Spector,MECH,03/20 - 03/20,0 .00000000,85,0.04,50.00,$ 0.02
124,All I Want - Amy Rigby,Amy Rigby,Tidal - USA,17524,Tidal - Premium,DIGI,03/20 - 03/20,0 .00000000,15,0.01,50.00,$ 0.01
125,All I Want - Amy Rigby,Amy Rigby,Tidal - USA,17584,Tidal - Premium,DIGI,05/20 - 05/20,0 .00000000,9,0.01,50.00,$ 0.00
126,All I Want - Amy Rigby,Amy Rigby,XUS Interna tional Publ ishing - Germany,18121,Apple Mu sic,DIGI,07/19 - 12/19,0 .00000000,24,0.01,50.00,$ 0.01
127,All I Want - Amy Rigby,Amy Rigby,XUS Interna tional Publ ishing - Germany,18121,Ronnie Spector,DIGI,07/19 - 12/19,0 .00000000,1,0.08,50.00,$ 0.04
128,All I Want - Amy Rigby,Amy Rigby,XUS Interna tional Publ ishing - South Africa,17896,Xandrie S.A.,MECH,07/19 - 12/19,0 .00000000,1,0.03,50.00,$ 0.01
129,All I Want - Amy Rigby,Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,17896,Amazon (UK),MECH,07/19 - 12/19,0 .00000000,3,0.01,50.00,$ 0.01
130,All I Want - Amy Rigby,Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,17896,Apple Mu sic,DIGI,07/19 - 12/19,0 .00000000,43,0.04,50.00,$ 0.02
131,All I Want - Amy Rigby,Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,17896,Apple Mu sic,MECH,07/19 - 12/19,0 .00000000,96,0.18,50.00,$ 0.09
132,All I Want - Amy Rigby,Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,17896,Deezer,MECH,07/19 - 12/19,0 .00000000,50,0.05,50.00,$ 0.03
133,All I Want - Amy Rigby,Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,17896,Google,DIGI,07/19 - 12/19,0 .00000000,8,0.01,50.00,$ 0.01
134,All I Want - Amy Rigby,Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,17896,Napster,MECH,07/19 - 12/19,0 .00000000,8,0.01,50.00,$ 0.01
135,All I Want - Amy Rigby,Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,17896,Sony Music Ent,MECH,07/19 - 12/19,0 .00000000,187,4.58,50.00,$ 2.29
136,All I Want - Amy Rigby,Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,17896,Spotify,DIGI,07/19 - 12/19,0 .00000000,254,0.09,50.00,$ 0.04
137,All I Want - Amy Rigby,Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,17896,Spotify,MECH,07/19 - 12/19,0 .00000000,494,0.40,50.00,$ 0.20
138,All I Want - Amy Rigby,Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,17896,iTunes,DIGI,07/19 - 12/19,0 .00000000,2,0.03,50.00,$ 0.01
139,All I Want - Amy Rigby,Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,17896,iTunes,MECH,07/19 - 12/19,0 .00000000,14,0.42,50.00,$ 0.21
140,Always With Me - Amy Rigby,Amy Rigby,Amazon Music Free Tier - USA,17521,Ad-supported,DIGI,01/20 - 01/20,0 .00000000,3,0.00,50.00,$ 0.00
141,Always With Me - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,17116,Amazon Mu sic,DIGI,12/19 - 12/19,0 .00000000,3,0.00,50.00,$ 0.00
142,Always With Me - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,17129,Amazon Mu sic,DIGI,01/20 - 01/20,0 .00000000,32,0.05,50.00,$ 0.03
143,Always With Me - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,17532,Amazon Mu sic,DIGI,02/20 - 02/20,0 .00000000,41,0.07,50.00,$ 0.03
144,Always With Me - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,17581,Amazon Mu sic,DIGI,03/20 - 03/20,0 .00000000,23,0.04,50.00,$ 0.02
145,Always With Me - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,17582,Amazon Mu sic,DIGI,04/20 - 04/20,0 .00000000,9,0.01,50.00,$ 0.01
146,Always With Me - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,18035,,DIGI,05/20 - 05/20,0 .00000000,6,0.01,50.00,$ 0.00
147,Always With Me - Amy Rigby,Amy Rigby,Amazon Prime Music - USA,17112,Amazon Prime,DIGI,12/19 - 12/19,0 .00000000,2,0.00,50.00,$ 0.00
148,Always With Me - Amy Rigby,Amy Rigby,Amazon Prime Music - USA,17114,Amazon Prime,DIGI,11/19 - 11/19,0 .00000000,9,0.01,50.00,$ 0.01
149,Always With Me - Amy Rigby,Amy Rigby,Amazon Prime Music - USA,17130,Amazon Prime,DIGI,01/20 - 01/20,0 .00000000,42,0.07,50.00,$ 0.04
150,Always With Me - Amy Rigby,Amy Rigby,Amazon Prime Music - USA,17534,Amazon Prime,DIGI,02/20 - 02/20,0 .00000000,38,0.07,50.00,$ 0.04
151,Always With Me - Amy Rigby,Amy Rigby,Amazon Prime Music - USA,17571,Amazon Prime,DIGI,03/20 - 03/20,0 .00000000,36,0.06,50.00,$ 0.03
152,Always With Me - Amy Rigby,Amy Rigby,Amazon Prime Music - USA,17580,Amazon Prime,DIGI,04/20 - 04/20,0 .00000000,19,0.03,50.00,$ 0.02
153,Always With Me - Amy Rigby,Amy Rigby,Amazon Prime Music - USA,18033,,DIGI,05/20 - 05/20,0 .00000000,13,0.02,50.00,$ 0.01
154,Always With Me - Amy Rigby,Amy Rigby,"Apple, Inc. - USA",17309,Amy Rigby,DIGI,10/19 - 12/19,0 .00000000,70,0.03,50.00,$ 0.02
155,Always With Me - Amy Rigby,Amy Rigby,"Apple, Inc. - USA",17934,Amy Rigby,MECH,01/20 - 03/20,0 .00000000,438,0.17,50.00,$ 0.09
156,Always With Me - Amy Rigby,Amy Rigby,CMRRA - Canada,17264,Apple,DIGI,07/17 - 09/17,0 .00000000,0,0.16,50.00,$ 0.08
157,Always With Me - Amy Rigby,Amy Rigby,CMRRA - Canada,17264,Emusic,DIGI,07/17 - 09/17,0 .00000000,0,0.01,50.00,$ 0.00
158,Always With Me - Amy Rigby,Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,5,0.01,50.00,$ 0.00
159,Always With Me - Amy Rigby,Amy Rigby,"Music Reports, Inc. - USA",17014,Amazon Mu sic,DIGI,11/19 - 11/19,0 .00000000,15,0.02,50.00,$ 0.01
