,title,artist,source,reference,product,income_type,income_period,rate,quantity,amount_received,percent_payable,amount_payable
889,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,4,0.00,50.00,$ 0.00
890,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17523,02/20 - 02/20,0 .00000000,2,0.00,50.00,$ 0.00
891,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,2,0.00,50.00,$ 0.00
892,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17536,03/20 - 03/20,0 .00000000,1,0.00,50.00,$ 0.00
893,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Pandora,,17536,03/20 - 03/20,0 .00000000,1,0.00,50.00,$ 0.00
894,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17583,04/20 - 04/20,0 .00000000,3,0.00,50.00,$ 0.00
895,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Pandora,,17583,04/20 - 04/20,0 .00000000,1,0.00,50.00,$ 0.00
896,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18039,05/20 - 05/20,0 .00000000,5,0.00,50.00,$ 0.00
897,Raising The Bar - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",Amy Rigby,,17440,10/19 - 10/19,0 .00000000,31,0.01,50.00,$ 0.00
898,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17929,01/20 - 01/20,0 .00000000,47,0.02,50.00,$ 0.01
899,Raising The Bar - Amy Rigby,Amy Rigby,MECH,Amy Rigby,,17930,02/20 - 02/20,0 .00000000,82,0.04,50.00,$ 0.02
900,Raising The Bar - Amy Rigby,Amy Rigby,Tidal - USA,Tidal - Premium,,17524,03/20 - 03/20,0 .00000000,3,0.00,50.00,$ 0.00
901,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Tidal - Premium,,17584,05/20 - 05/20,0 .00000000,2,0.00,50.00,$ 0.00
902,Tidal - USA,Amy Rigby,XUS Interna tional Publ ishing - South Africa,Xandrie S.A.,,17896,07/19 - 12/19,0 .00000000,1,0.03,50.00,$ 0.01
903,Tidal - USA,Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,iTunes,,17896,07/19 - 12/19,0 .00000000,2,0.08,50.00,$ 0.04
904,Rode Hard - Amy Rigby,Amy Rigby,"AMI En tertainment, Inc. - USA",Amy Rigby,,17362,01/19 - 03/19,0 .00000000,1,0.01,50.00,$ 0.00
905,Rode Hard - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,10,0.01,50.00,$ 0.01
906,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,31,0.05,50.00,$ 0.02
907,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,28,0.05,50.00,$ 0.02
908,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,9,0.01,50.00,$ 0.01
909,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,6,0.01,50.00,$ 0.00
910,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18035,05/20 - 05/20,0 .00000000,9,0.01,50.00,$ 0.01
911,Rode Hard - Amy Rigby,Amy Rigby,"Apple, Inc. - USA",Amy Rigby,,17309,10/19 - 12/19,0 .00000000,76,0.03,50.00,$ 0.02
912,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17934,01/20 - 03/20,0 .00000000,212,0.10,50.00,$ 0.05
913,Rode Hard - Amy Rigby,Amy Rigby,CMRRA - Canada,Apple,,17264,07/17 - 09/17,0 .00000000,0,0.11,50.00,$ 0.05
914,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.08,50.00,$ 0.04
915,Rode Hard - Amy Rigby,Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,64,0.02,50.00,$ 0.01
916,Rode Hard - Amy Rigby,Amy Rigby,"Music Reports, Inc. - USA",Pandora Plus,,17006,12/19 - 12/19,0 .00000000,9,0.00,50.00,$ 0.00
917,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17014,11/19 - 11/19,0 .00000000,5,0.01,50.00,$ 0.00
918,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Tidal - Premium,,17016,01/19 - 01/19,0 .00000000,3,0.00,50.00,$ 0.00
919,Rode Hard - Amy Rigby,Amy Rigby,Pandora - USA,Pandora Plus,,17133,01/20 - 01/20,0 .00000000,12,0.01,50.00,$ 0.00
920,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,8,0.01,50.00,$ 0.00
921,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17523,02/20 - 02/20,0 .00000000,10,0.00,50.00,$ 0.00
922,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,6,0.00,50.00,$ 0.00
923,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17536,03/20 - 03/20,0 .00000000,4,0.00,50.00,$ 0.00
924,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Pandora,,17536,03/20 - 03/20,0 .00000000,3,0.00,50.00,$ 0.00
925,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17583,04/20 - 04/20,0 .00000000,8,0.00,50.00,$ 0.00
926,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Pandora,,17583,04/20 - 04/20,0 .00000000,2,0.00,50.00,$ 0.00
927,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18039,05/20 - 05/20,0 .00000000,17,0.01,50.00,$ 0.00
928,Rode Hard - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",Amy Rigby,,17426,05/19 - 05/19,0 .00000000,24,0.01,50.00,$ 0.00
929,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17440,10/19 - 10/19,0 .00000000,45,0.02,50.00,$ 0.01
930,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17929,01/20 - 01/20,0 .00000000,27,0.01,50.00,$ 0.00
931,Rode Hard - Amy Rigby,Amy Rigby,MECH,Amy Rigby,,17930,02/20 - 02/20,0 .00000000,57,0.03,50.00,$ 0.01
932,Rode Hard - Amy Rigby,Amy Rigby,Tidal - USA,Tidal - Premium,,17524,03/20 - 03/20,0 .00000000,3,0.00,50.00,$ 0.00
933,Rode Hard - Amy Rigby,Amy Rigby,DIGI,Tidal - Premium,,17584,05/20 - 05/20,0 .00000000,2,0.00,50.00,$ 0.00
934,Tidal - USA,Amy Rigby,XUS Interna tional Publ ishing - South Africa,Xandrie S.A.,,17896,07/19 - 12/19,0 .00000000,1,0.03,50.00,$ 0.01
935,Tidal - USA,Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,iTunes,,17896,07/19 - 12/19,0 .00000000,1,0.03,50.00,$ 0.01
936,Sad Tale - Amy Rigby,Amy Rigby,CMRRA - Canada,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.05,50.00,$ 0.02
937,Sleeping With The Moon - Amy Rigby,Amy Rigby,CMRRA - Canada,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.02,50.00,$ 0.01
938,"Stop Showing Up In My Dreams - Bill Lloyd, Amy Rigby",Amy Rigby,CMRRA - Canada,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.00,50.00,$ 0.00
939,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,"AMI En tertainment, Inc. - USA",Amy Rigby,,17363,04/19 - 06/19,0 .00000000,2,0.01,50.00,$ 0.01
940,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,17364,07/19 - 09/19,0 .00000000,1,0.01,50.00,$ 0.00
941,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,17365,10/19 - 12/19,0 .00000000,1,0.01,50.00,$ 0.00
942,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,Amazon Music Free Tier - USA,Ad-supported,,17521,01/20 - 01/20,0 .00000000,1,0.00,50.00,$ 0.00
943,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,18030,05/20 - 05/20,0 .00000000,1,0.00,50.00,$ 0.00
944,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,17,0.02,50.00,$ 0.01
945,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,58,0.09,50.00,$ 0.05
946,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,51,0.08,50.00,$ 0.04
947,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,34,0.05,50.00,$ 0.03
948,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,23,0.04,50.00,$ 0.02
949,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,18035,05/20 - 05/20,0 .00000000,20,0.03,50.00,$ 0.01
950,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,Amazon Prime Music - USA,Amazon Prime,,17112,12/19 - 12/19,0 .00000000,5,0.01,50.00,$ 0.00
951,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,DIGI,Amazon Prime,,17114,11/19 - 11/19,0 .00000000,8,0.01,50.00,$ 0.01
952,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,DIGI,Amazon Prime,,17130,01/20 - 01/20,0 .00000000,48,0.08,50.00,$ 0.04
953,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,DIGI,Amazon Prime,,17534,02/20 - 02/20,0 .00000000,40,0.07,50.00,$ 0.04
954,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,DIGI,Amazon Prime,,17571,03/20 - 03/20,0 .00000000,11,0.02,50.00,$ 0.01
955,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,DIGI,Amazon Prime,,17580,04/20 - 04/20,0 .00000000,5,0.01,50.00,$ 0.00
956,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,18033,05/20 - 05/20,0 .00000000,11,0.02,50.00,$ 0.01
957,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,"Apple, Inc. - USA",Amy Rigby,,17309,10/19 - 12/19,0 .00000000,166,0.07,50.00,$ 0.04
958,"Summer Of My Wasted Youth, The - Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,17934,01/20 - 03/20,0 .00000000,511,0.23,50.00,$ 0.11
959,"Apple, Inc. - USA",Amy Rigby,CMRRA - Canada,Apple,,17264,07/17 - 09/17,0 .00000000,0,0.15,50.00,$ 0.07
960,"Apple, Inc. - USA",Amy Rigby,DIGI,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.10,50.00,$ 0.05
961,"Apple, Inc. - USA",Amy Rigby,"Google, Inc. - USA",Amy Rigby,,17221,10/19 - 12/19,0 .00000000,9,0.01,50.00,$ 0.00
962,"Apple, Inc. - USA",Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,66,0.04,50.00,$ 0.02
963,"Apple, Inc. - USA",Amy Rigby,"Music Reports, Inc. - USA",Pandora Plus,,17006,12/19 - 12/19,0 .00000000,7,0.00,50.00,$ 0.00
964,"Apple, Inc. - USA",Amy Rigby,DIGI,Pandora,,17006,12/19 - 12/19,0 .00000000,3,0.00,50.00,$ 0.00
965,"Apple, Inc. - USA",Amy Rigby,DIGI,Hoopla,,17008,12/19 - 12/19,0 .00000000,2,0.01,50.00,$ 0.00
966,"Apple, Inc. - USA",Amy Rigby,DIGI,Amazon Mu sic,,17014,11/19 - 11/19,0 .00000000,15,0.02,50.00,$ 0.01
967,"Apple, Inc. - USA",Amy Rigby,DIGI,Tidal - Premium,,17016,01/19 - 01/19,0 .00000000,4,0.00,50.00,$ 0.00
968,"Apple, Inc. - USA",Amy Rigby,Pandora - USA,Pandora Plus,,17133,01/20 - 01/20,0 .00000000,3,0.00,50.00,$ 0.00
969,"Apple, Inc. - USA",Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,9,0.01,50.00,$ 0.00
970,"Apple, Inc. - USA",Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,2,0.00,50.00,$ 0.00
971,"Apple, Inc. - USA",Amy Rigby,DIGI,Pandora Plus,,17523,02/20 - 02/20,0 .00000000,13,0.01,50.00,$ 0.00
972,"Apple, Inc. - USA",Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,5,0.00,50.00,$ 0.00
973,"Apple, Inc. - USA",Amy Rigby,DIGI,Pandora Plus,,17536,03/20 - 03/20,0 .00000000,4,0.00,50.00,$ 0.00
974,"Apple, Inc. - USA",Amy Rigby,DIGI,Pandora,,17536,03/20 - 03/20,0 .00000000,5,0.00,50.00,$ 0.00
975,"Apple, Inc. - USA",Amy Rigby,DIGI,Pandora Plus,,17583,04/20 - 04/20,0 .00000000,3,0.00,50.00,$ 0.00
976,"Apple, Inc. - USA",Amy Rigby,DIGI,Pandora,,17583,04/20 - 04/20,0 .00000000,1,0.00,50.00,$ 0.00
977,"Apple, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,18039,05/20 - 05/20,0 .00000000,9,0.00,50.00,$ 0.00
978,"Apple, Inc. - USA",Amy Rigby,"Spotify USA, Inc. - USA",Amy Rigby,,17426,05/19 - 05/19,0 .00000000,50,0.02,50.00,$ 0.01
979,"Apple, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17428,06/19 - 06/19,0 .00000000,52,0.02,50.00,$ 0.01
980,"Apple, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17431,07/19 - 07/19,0 .00000000,30,0.01,50.00,$ 0.01
981,"Apple, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17434,08/19 - 08/19,0 .00000000,40,0.02,50.00,$ 0.01
982,"Apple, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17437,09/19 - 09/19,0 .00000000,21,0.01,50.00,$ 0.00
983,"Apple, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17440,10/19 - 10/19,0 .00000000,119,0.05,50.00,$ 0.03
984,"Apple, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17443,11/19 - 11/19,0 .00000000,89,0.04,50.00,$ 0.02
985,"Apple, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17446,12/19 - 12/19,0 .00000000,27,0.01,50.00,$ 0.00
986,"Apple, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17929,01/20 - 01/20,0 .00000000,193,0.09,50.00,$ 0.04
987,"Apple, Inc. - USA",Amy Rigby,MECH,Amy Rigby,,17930,02/20 - 02/20,0 .00000000,297,0.13,50.00,$ 0.07
988,"Apple, Inc. - USA",Amy Rigby,MECH,Amy Rigby,,17931,03/20 - 03/20,0 .00000000,87,0.04,50.00,$ 0.02
989,"Apple, Inc. - USA",Amy Rigby,"Th e Orchard Enterprises, Inc. - USA",Amy Rigby,,17393,03/19 - 03/19,0 .00000000,4,0.32,50.00,$ 0.16
990,"Apple, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17397,07/19 - 07/19,0 .00000000,4,0.32,50.00,$ 0.16
991,"Apple, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17400,10/19 - 10/19,0 .00000000,3,0.27,50.00,$ 0.13
992,"Apple, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17402,12/19 - 12/19,0 .00000000,3,0.24,50.00,$ 0.12
993,"Apple, Inc. - USA",Amy Rigby,Tidal - USA,Tidal - Premium,,17524,03/20 - 03/20,0 .00000000,6,0.01,50.00,$ 0.00
994,"Apple, Inc. - USA",Amy Rigby,DIGI,Tidal - Premium,,17584,05/20 - 05/20,0 .00000000,9,0.01,50.00,$ 0.00
995,Tidal - USA,Amy Rigby,XUS Interna tional Publ ishing - South Africa,Xandrie S.A.,,17896,07/19 - 12/19,0 .00000000,1,0.03,50.00,$ 0.01
996,Tidal - USA,Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,Apple Mu sic,,17896,07/19 - 12/19,0 .00000000,12,0.01,50.00,$ 0.01
997,Tidal - USA,Amy Rigby,DIGI,Apple Mu sic,,17896,07/19 - 12/19,0 .00000000,12,0.03,50.00,$ 0.01
998,Tidal - USA,Amy Rigby,MECH,Napster,,17896,07/19 - 12/19,0 .00000000,7,0.01,50.00,$ 0.01
999,Tidal - USA,Amy Rigby,MECH,iTunes,,17896,07/19 - 12/19,0 .00000000,1,0.01,50.00,$ 0.01
1000,Tidal - USA,Amy Rigby,DIGI,iTunes,,17896,07/19 - 12/19,0 .00000000,2,0.06,50.00,$ 0.03
1001,That Tone Of Voice - Amy Rigby,Amy Rigby,CMRRA - Canada,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.05,50.00,$ 0.02
1002,Time For Me To Come Down - Amy Rigby,Amy Rigby,"AMI En tertainment, Inc. - USA",Amy Rigby,,17364,07/19 - 09/19,0 .00000000,3,0.02,50.00,$ 0.01
1003,Time For Me To Come Down - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17365,10/19 - 12/19,0 .00000000,1,0.01,50.00,$ 0.00
1004,Time For Me To Come Down - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,15,0.02,50.00,$ 0.01
1005,Time For Me To Come Down - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,76,0.12,50.00,$ 0.06
1006,Time For Me To Come Down - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,32,0.05,50.00,$ 0.03
1007,Time For Me To Come Down - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,12,0.02,50.00,$ 0.01
1008,Time For Me To Come Down - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,21,0.03,50.00,$ 0.02
1009,Time For Me To Come Down - Amy Rigby,Amy Rigby,DIGI,DIGI,18035,50.00,05/20 - 05/20,0 .00000000,2,0.00,50.00,$ 0.00
1010,Time For Me To Come Down - Amy Rigby,Amy Rigby,DIGI,18035,,DIGI,Amy Rigby,05/20 - 05/20,0 .00000000,17,$ 0.01,0.02
1011,Time For Me To Come Down - Amy Rigby,Amy Rigby,"Apple, Inc. - USA",Amy Rigby,,17309,10/19 - 12/19,0 .00000000,214,0.10,50.00,$ 0.05
1012,Time For Me To Come Down - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17934,01/20 - 03/20,0 .00000000,422,0.19,50.00,$ 0.10
1013,Time For Me To Come Down - Amy Rigby,Amy Rigby,CMRRA - Canada,Apple,,17264,07/17 - 09/17,0 .00000000,0,0.20,50.00,$ 0.10
1014,Time For Me To Come Down - Amy Rigby,Amy Rigby,DIGI,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.12,50.00,$ 0.06
1015,Time For Me To Come Down - Amy Rigby,Amy Rigby,"Google, Inc. - USA",Amy Rigby,,17221,10/19 - 12/19,0 .00000000,10,0.01,50.00,$ 0.00
1016,Time For Me To Come Down - Amy Rigby,Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,36,0.03,50.00,$ 0.02
1017,Time For Me To Come Down - Amy Rigby,Amy Rigby,IHEART Communications - USA,ihea rt Premium,,17113,01/20 - 01/20,0 .00000000,1,0.00,50.00,$ 0.00
1018,Time For Me To Come Down - Amy Rigby,Amy Rigby,DIGI,ihea rt Plus,,17131,01/20 - 01/20,0 .00000000,1,0.00,50.00,$ 0.00
1019,Time For Me To Come Down - Amy Rigby,Amy Rigby,DIGI,ihea rt Premium,,17131,01/20 - 01/20,0 .00000000,7,0.00,50.00,$ 0.00
1020,Time For Me To Come Down - Amy Rigby,Amy Rigby,"Music Reports, Inc. - USA",Pandora Plus,,17006,12/19 - 12/19,0 .00000000,4,0.00,50.00,$ 0.00
1021,Time For Me To Come Down - Amy Rigby,Amy Rigby,DIGI,Pandora,,17006,12/19 - 12/19,0 .00000000,15,0.01,50.00,$ 0.00
1022,Time For Me To Come Down - Amy Rigby,Amy Rigby,DIGI,ihea rt Plus,,17010,12/19 - 12/19,0 .00000000,1,0.00,50.00,$ 0.00
1023,Time For Me To Come Down - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17014,11/19 - 11/19,0 .00000000,112,0.15,50.00,$ 0.07
1024,Time For Me To Come Down - Amy Rigby,Amy Rigby,DIGI,Tidal - Premium,,17016,01/19 - 01/19,0 .00000000,16,0.01,50.00,$ 0.01
1025,"Music Reports, Inc. - USA",Amy Rigby,Pandora - USA,Pandora Plus,,17133,01/20 - 01/20,0 .00000000,20,0.01,50.00,$ 0.00
1026,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,20,0.01,50.00,$ 0.01
1027,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora Plus,,17523,02/20 - 02/20,0 .00000000,16,0.01,50.00,$ 0.00
1028,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,11,0.01,50.00,$ 0.00
1029,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora Plus,,17536,03/20 - 03/20,0 .00000000,7,0.00,50.00,$ 0.00
1030,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora,,17536,03/20 - 03/20,0 .00000000,7,0.00,50.00,$ 0.00
1031,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora Plus,,17583,04/20 - 04/20,0 .00000000,12,0.01,50.00,$ 0.00
1032,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora,,17583,04/20 - 04/20,0 .00000000,13,0.01,50.00,$ 0.00
1033,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,18037,05/20 - 05/20,0 .00000000,4,0.00,50.00,$ 0.00
1034,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,18039,05/20 - 05/20,0 .00000000,13,0.01,50.00,$ 0.00
1035,"Music Reports, Inc. - USA",Amy Rigby,"Spotify USA, Inc. - USA",Amy Rigby,,17426,05/19 - 05/19,0 .00000000,27,0.01,50.00,$ 0.00
1036,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17428,06/19 - 06/19,0 .00000000,32,0.01,50.00,$ 0.01
1037,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17431,07/19 - 07/19,0 .00000000,55,0.02,50.00,$ 0.01
1038,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17434,08/19 - 08/19,0 .00000000,22,0.01,50.00,$ 0.01
1039,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17437,09/19 - 09/19,0 .00000000,46,0.02,50.00,$ 0.01
1040,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17440,10/19 - 10/19,0 .00000000,105,0.04,50.00,$ 0.02
1041,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17443,11/19 - 11/19,0 .00000000,83,0.03,50.00,$ 0.01
1042,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17446,12/19 - 12/19,0 .00000000,48,0.02,50.00,$ 0.01
1043,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17929,01/20 - 01/20,0 .00000000,186,0.09,50.00,$ 0.04
1044,"Music Reports, Inc. - USA",Amy Rigby,MECH,Amy Rigby,,17930,02/20 - 02/20,0 .00000000,310,0.12,50.00,$ 0.06
1045,"Music Reports, Inc. - USA",Amy Rigby,MECH,Amy Rigby,,17931,03/20 - 03/20,0 .00000000,62,0.03,50.00,$ 0.01
1046,"Music Reports, Inc. - USA",Amy Rigby,Tidal - USA,Tidal - Premium,,17524,03/20 - 03/20,0 .00000000,8,0.01,50.00,$ 0.00
1047,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Tidal - Premium,,17584,05/20 - 05/20,0 .00000000,3,0.00,50.00,$ 0.00
1048,"Music Reports, Inc. - USA",Amy Rigby,XUS Interna tional Publ ishing - South Africa,Xandrie S.A.,,17896,07/19 - 12/19,0 .00000000,1,0.03,50.00,$ 0.01
1049,"Music Reports, Inc. - USA",Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,Spotify,,17896,07/19 - 12/19,0 .00000000,96,0.04,50.00,$ 0.02
1050,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Spotify,,17896,07/19 - 12/19,0 .00000000,122,0.09,50.00,$ 0.04
1051,"Music Reports, Inc. - USA",Amy Rigby,MECH,iTunes,,17896,07/19 - 12/19,0 .00000000,2,0.08,50.00,$ 0.04
1052,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,Amazon Music Free Tier - USA,Amy Rigby,,18030,05/20 - 05/20,0 .00000000,1,0.00,50.00,$ 0.00
1053,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,3,0.00,50.00,$ 0.00
1054,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,19,0.03,50.00,$ 0.01
1055,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,22,0.04,50.00,$ 0.02
1056,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,2,0.00,50.00,$ 0.00
1057,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,6,0.01,50.00,$ 0.00
1058,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18035,05/20 - 05/20,0 .00000000,3,0.00,50.00,$ 0.00
1059,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,Amazon Prime Music - USA,Amazon Prime,,17112,12/19 - 12/19,0 .00000000,12,0.01,50.00,$ 0.01
1060,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17114,11/19 - 11/19,0 .00000000,8,0.01,50.00,$ 0.01
1061,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17130,01/20 - 01/20,0 .00000000,45,0.08,50.00,$ 0.04
